"Policy_ID","Total_Distance","Drive_Score","Time_Day","Style_Score","Corner_Score","Acceleration_Score","Braking_Score","Total_Night_Time","Total_Time","Acceleration","Brake","Corner","Insured_Gender","Insured_Age","Claim"
"1077",19930,74,99,45,54,16,44,32,528,"Low","High","High","F",21,"no"
"1078",11065,70,128,72,77,53,37,45,373,"Low","Low","High","F",19,"no"
"1079",15142,88,112,43,21,38,65,37,478,"Low","High","Low","M",29,"no"
"1080",7689,62,81,97,96,96,97,28,263,"High","High","High","M",18,"yes"
"1081",5225,90,102,52,56,43,57,37,144,"Low","Low","High","M",23,"no"
"1082",2428,13,133,77,78,61,44,47,83,"Low","Low","High","F",22,"yes"
"1083",12409,83,100,58,28,41,80,18,557,"Low","High","Low","F",34,"no"
"1084",7840,93,100,41,46,67,39,19,234,"Low","Low","High","M",25,"no"
"1085",7181,90,91,34,29,43,51,30,261,"Low","Low","Low","M",23,"no"
"1086",39245,41,120,89,90,90,89,35,1122,"High","High","High","M",37,"yes"
"1087",3414,84,87,69,44,96,50,17,114,"Low","Low","Low","F",21,"no"
"1088",6406,90,108,54,62,76,46,24,189,"Low","Low","High","M",46,"no"
"1089",11443,72,108,77,80,32,82,25,396,"Low","High","High","M",25,"no"
"1090",11129,78,94,43,36,37,60,17,282,"Low","High","Low","M",30,"no"
"1091",19748,81,104,41,37,45,54,17,534,"Low","High","Low","F",21,"no"
"1092",3689,94,104,58,50,60,74,17,169,"Low","Low","Low","F",20,"no"
"1093",18330,69,93,34,30,58,47,25,525,"Low","High","Low","M",57,"no"
"1094",4218,95,116,28,37,38,27,30,165,"Low","Low","Low","F",23,"yes"
"1095",14084,29,117,97,94,99,98,34,541,"High","High","High","M",19,"no"
"1096",406,52,105,97,97,98,97,32,250,"High","High","High","F",22,"no"
"1097",11229,74,108,69,75,73,75,26,301,"Low","High","High","M",22,"no"
"1098",6620,80,93,81,47,53,98,22,233,"Low","High","Low","F",21,"no"
"1099",3208,38,128,20,9,16,31,24,106,"Low","Low","Low","M",20,"no"
"1100",1068,16,133,73,38,89,85,23,48,"High","Low","Low","F",20,"no"
"1101",9449,76,109,75,65,86,77,39,298,"Low","High","High","M",50,"no"
"1102",7614,25,103,64,67,66,64,20,144,"Low","High","High","F",24,"no"
"1103",7272,39,113,51,46,76,59,14,289,"Low","Low","High","M",44,"no"
"1104",9238,75,104,38,42,62,52,18,304,"Low","High","Low","M",19,"yes"
"1105",5947,91,93,63,34,16,87,19,307,"Low","High","Low","F",26,"no"
"1106",16937,82,120,33,23,78,36,35,370,"Low","High","Low","M",23,"no"
"1107",11570,59,76,89,88,94,93,24,610,"Low","High","High","F",29,"yes"
"1108",582,73,90,81,79,88,89,14,441,"Low","Low","Low","M",42,"no"
"1109",5389,86,109,61,71,16,33,39,177,"Low","Low","Low","M",26,"no"
"1110",12778,52,88,92,94,85,81,27,380,"High","High","High","M",46,"no"
"1111",20177,63,121,62,70,63,27,42,410,"Low","High","High","M",30,"no"
"1112",17723,76,66,49,57,64,36,30,432,"Low","High","High","M",19,"no"
"1113",25265,42,106,93,92,94,89,36,688,"High","High","High","M",18,"no"
"1114",8613,61,91,93,92,85,96,30,473,"Low","High","High","M",21,"no"
"1115",7748,87,83,54,37,16,76,22,237,"Low","High","Low","M",23,"no"
"1116",10861,75,68,75,74,16,89,14,312,"Low","High","High","M",31,"no"
"1117",6154,79,72,81,78,94,77,21,328,"Low","High","High","F",20,"no"
"1118",6395,84,116,15,21,16,18,28,183,"Low","Low","Low","F",22,"no"
"1119",17796,83,120,31,31,16,43,39,587,"Low","High","Low","M",23,"no"
"1120",7506,76,110,43,50,73,36,34,405,"Low","Low","Low","F",26,"no"
"1121",9754,92,100,39,20,49,62,15,278,"Low","High","Low","M",24,"no"
"1122",6260,63,90,99,100,100,99,22,445,"High","High","High","M",19,"no"
"1123",6232,34,100,100,99,100,100,22,388,"High","High","High","M",20,"no"
"1124",9099,61,77,93,94,64,91,35,319,"Low","High","High","F",19,"no"
"1125",11708,85,109,39,31,16,58,35,286,"Low","Low","Low","F",19,"no"
"1126",29171,69,128,52,63,35,42,49,862,"Low","High","High","M",19,"no"
"1127",9263,66,97,97,98,87,91,26,324,"High","High","High","M",18,"yes"
"1128",4907,93,58,37,52,16,36,24,219,"Low","Low","Low","F",20,"no"
"1129",9758,91,90,29,37,16,32,28,365,"Low","Low","Low","M",41,"no"
"1130",20235,65,101,75,74,75,73,25,753,"Low","High","High","M",32,"no"
"1131",4340,91,89,67,62,79,79,12,276,"Low","High","Low","F",39,"no"
"1132",19923,86,100,35,28,60,41,24,451,"Low","High","Low","F",32,"no"
"1133",14777,79,120,37,49,42,39,37,317,"Low","High","Low","F",21,"no"
"1134",11613,63,105,88,87,71,82,34,379,"Low","High","High","F",18,"no"
"1135",2838,27,140,43,29,54,17,49,78,"Low","High","Low","M",22,"no"
"1136",12951,82,124,31,26,16,46,49,467,"Low","High","Low","F",29,"no"
"1137",26481,34,128,94,95,41,83,39,660,"Low","High","High","M",18,"no"
"1138",8449,85,108,60,56,52,75,23,439,"Low","High","Low","F",19,"no"
"1139",8596,93,96,41,44,73,32,14,256,"Low","Low","Low","F",22,"no"
"1140",7643,44,108,71,67,49,86,17,230,"Low","High","High","M",21,"no"
"1141",6844,76,116,90,90,73,84,35,218,"Low","Low","High","M",21,"no"
"1142",18082,75,112,63,51,52,82,27,456,"Low","High","High","F",24,"yes"
"1143",24791,50,116,79,72,78,89,25,928,"High","High","High","M",20,"yes"
"1144",5029,91,87,50,58,48,52,23,178,"Low","Low","Low","M",19,"yes"
"1145",6716,85,63,47,38,61,68,19,228,"Low","High","Low","F",35,"no"
"1146",8749,65,63,94,94,89,97,28,211,"Low","High","High","M",24,"no"
"1147",6960,84,96,77,68,94,67,12,188,"High","High","High","M",63,"no"
"1148",11207,86,97,58,53,69,70,23,296,"Low","High","High","F",43,"no"
"1149",8744,43,120,13,19,16,14,33,203,"Low","Low","Low","M",27,"no"
"1150",18232,75,113,51,39,59,72,42,502,"Low","High","Low","M",21,"no"
"1151",33892,65,80,66,69,35,59,24,716,"Low","High","High","F",22,"no"
"1152",21538,39,106,98,98,93,93,36,617,"High","High","High","M",19,"yes"
"1153",17206,83,105,26,37,34,44,36,475,"Low","High","Low","M",22,"no"
"1154",16193,61,124,78,81,66,77,52,592,"Low","High","High","M",46,"no"
"1155",20649,80,112,33,46,35,26,29,530,"Low","Low","High","M",23,"no"
"1156",6037,72,101,58,54,84,67,29,269,"Low","High","High","M",25,"no"
"1157",5642,37,124,89,86,95,96,27,423,"High","High","High","M",28,"no"
"1158",15292,64,120,77,75,79,82,33,425,"Low","High","High","F",20,"no"
"1159",4166,87,63,59,66,43,62,39,197,"Low","Low","Low","M",51,"no"
"1160",3210,95,96,25,9,78,7,3,64,"Low","Low","Low","F",39,"no"
"1161",9606,43,106,63,53,16,36,35,189,"Low","Low","High","F",19,"no"
"1162",8653,71,109,86,86,80,84,40,239,"High","High","High","M",19,"no"
"1163",17132,67,117,63,58,54,78,40,545,"Low","High","High","F",22,"no"
"1164",4699,62,109,22,28,42,19,12,100,"Low","Low","Low","M",20,"no"
"1165",13851,52,109,90,90,80,74,28,426,"Low","High","High","M",20,"no"
"1166",12832,55,108,93,92,90,77,28,371,"Low","High","High","M",21,"no"
"1167",22646,49,91,91,93,72,84,23,543,"Low","High","High","M",22,"no"
"1168",348,18,144,70,72,16,64,62,25,"Low","Low","Low","M",23,"no"
"1169",2657,62,73,82,48,95,93,19,126,"Low","Low","Low","M",21,"no"
"1170",3180,61,121,25,9,16,41,27,100,"Low","Low","Low","F",54,"no"
"1171",13760,76,90,68,62,48,82,26,288,"High","High","High","F",49,"yes"
"1172",10995,60,120,91,91,16,94,39,291,"Low","High","High","M",53,"no"
"1173",25048,78,120,26,25,16,38,34,559,"Low","High","Low","M",55,"no"
"1174",7330,91,101,36,26,54,54,22,199,"Low","High","Low","M",47,"no"
"1175",7378,84,44,62,61,45,78,22,255,"Low","High","High","M",61,"yes"
"1176",7176,68,116,95,91,99,97,27,261,"High","High","High","F",48,"no"
"1177",16177,51,102,94,95,72,85,31,485,"Low","High","High","F",25,"no"
