duration,acc.death.rider,gender,premium.frequency,risk.state,underwriting.age,living.place,annual.premium,DJIA,surrender,allcause
8.53,NoRider,Female,Annual,Smoker,Old,WestCoast,-0.58,0.45,0,1
8.54,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,4.02,-0.3,0,1
8.54,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.36,0.49,1,1
8.54,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.62,-0.18,1,1
8.55,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.67,2.15,1,1
8.55,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.01,1.56,1,1
8.56,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.47,2.15,1,1
8.56,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-1.0,-0.2,0,1
8.58,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.66,0.0,1,1
8.59,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.88,2.43,1,1
8.6,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.76,1.72,1,1
8.62,NoRider,Male,Annual,NonSmoker,Middle,EastCoast,0.04,-2.95,1,1
8.62,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.43,0.37,1,1
8.64,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,2.14,-0.2,1,1
8.64,NoRider,Male,Other,NonSmoker,Young,Other,-0.2,-0.16,0,1
8.66,NoRider,Female,Annual,NonSmoker,Old,EastCoast,0.67,1.68,1,1
8.67,Rider,Male,InfraAnnual,NonSmoker,Old,Other,-0.03,-0.83,1,1
8.68,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.5,2.15,1,1
8.68,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.14,1.14,0,1
8.7,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.53,1.42,0,1
8.7,NoRider,Female,Other,Smoker,Middle,WestCoast,-0.46,0.31,0,1
8.7,Rider,Male,Annual,NonSmoker,Young,Other,0.22,0.45,0,1
8.71,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.2,-1.74,1,1
8.73,NoRider,Male,Annual,Smoker,Young,Other,0.95,1.68,1,1
8.75,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.85,1.72,1,1
8.78,NoRider,Male,Other,NonSmoker,Middle,WestCoast,-0.2,0.31,1,1
8.79,NoRider,Male,Annual,Smoker,Middle,Other,0.03,-2.95,1,1
8.8,NoRider,Female,Annual,Smoker,Old,Other,-1.0,-0.38,0,0
8.81,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,0.27,-0.3,1,1
8.81,Rider,Male,InfraAnnual,NonSmoker,Young,Other,1.97,-0.16,1,1
8.81,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.26,0.37,1,1
8.82,NoRider,Male,InfraAnnual,Smoker,Old,Other,-0.82,-0.2,1,1
8.85,NoRider,Female,Other,NonSmoker,Middle,Other,-0.17,2.15,1,1
8.86,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.14,0.35,1,1
8.86,NoRider,Female,InfraAnnual,NonSmoker,Old,EastCoast,1.74,-0.38,0,0
8.87,Rider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.73,-0.3,1,1
8.87,NoRider,Female,InfraAnnual,Smoker,Middle,EastCoast,0.14,-1.11,1,1
8.87,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.83,1.24,1,1
8.87,NoRider,Female,Annual,Smoker,Middle,Other,2.49,-0.38,0,0
8.89,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.57,2.15,1,1
8.89,NoRider,Male,Other,NonSmoker,Young,Other,-1.07,1.68,0,1
8.89,NoRider,Male,InfraAnnual,NonSmoker,Young,WestCoast,0.88,-0.4,1,1
8.91,NoRider,Female,Other,Smoker,Middle,EastCoast,-0.09,2.15,1,1
8.91,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.4,2.15,0,1
8.91,Rider,Female,InfraAnnual,Smoker,Middle,Other,1.85,-0.38,0,0
8.91,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.71,-0.38,0,0
8.93,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.29,-1.31,1,1
8.93,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.62,0.51,0,1
8.95,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.86,2.15,1,1
8.95,Rider,Male,InfraAnnual,Smoker,Young,Other,1.43,-0.38,0,0
8.96,NoRider,Male,Other,NonSmoker,Middle,Other,-0.4,1.14,1,1
8.96,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.07,1.68,1,1
8.98,NoRider,Male,Annual,Smoker,Middle,Other,-1.04,-0.38,0,0
8.98,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.72,-0.38,0,0
8.99,NoRider,Female,Annual,NonSmoker,Middle,Other,0.34,2.15,1,1
8.99,NoRider,Male,Annual,Smoker,Young,Other,0.22,1.72,1,1
9.0,Rider,Female,Annual,NonSmoker,Middle,Other,1.34,1.14,1,1
9.0,NoRider,Male,Annual,NonSmoker,Young,EastCoast,0.07,2.43,1,1
9.0,NoRider,Female,Other,Smoker,Middle,Other,-0.23,-0.6,1,1
9.0,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,0.67,-0.18,1,1
9.0,NoRider,Male,Other,NonSmoker,Young,EastCoast,-0.36,0.37,0,1
9.0,NoRider,Female,Annual,NonSmoker,Young,Other,-0.48,-1.74,1,1
9.0,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.86,-0.38,0,0
9.0,NoRider,Female,Other,Smoker,Young,Other,-0.87,-0.38,0,0
9.01,NoRider,Female,Annual,Smoker,Old,Other,-0.67,-0.16,0,1
9.03,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.76,1.72,1,1
9.03,NoRider,Female,Annual,Smoker,Old,Other,0.07,1.2,0,1
9.04,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.56,-1.31,1,1
9.04,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,1.23,0.0,1,1
9.04,NoRider,Male,Annual,Smoker,Old,EastCoast,-0.86,-0.38,0,0
9.05,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.38,1.72,1,1
9.05,NoRider,Female,Annual,Smoker,Young,Other,-0.07,0.71,1,1
9.05,NoRider,Female,Annual,NonSmoker,Young,Other,0.45,-0.38,0,0
9.07,NoRider,Male,Annual,Smoker,Young,Other,0.45,2.15,1,1
9.07,Rider,Female,InfraAnnual,Smoker,Middle,Other,-0.12,2.13,0,1
9.08,NoRider,Male,Annual,NonSmoker,Middle,EastCoast,-0.28,0.45,1,1
9.08,NoRider,Male,InfraAnnual,Smoker,Old,Other,0.16,-0.16,1,1
9.08,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.21,-2.95,1,1
9.12,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.62,-0.6,1,1
9.13,NoRider,Female,Annual,NonSmoker,Young,Other,-0.16,-0.38,0,0
9.14,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.38,2.15,1,1
9.14,Rider,Female,Other,Smoker,Young,EastCoast,-0.18,0.27,0,1
9.15,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.37,-0.38,0,0
9.18,NoRider,Male,Other,NonSmoker,Young,Other,0.35,-0.38,0,0
9.19,Rider,Female,Other,Smoker,Old,EastCoast,0.43,2.43,1,1
9.2,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.99,1.72,1,1
9.2,NoRider,Male,Annual,Smoker,Old,Other,-0.67,-0.38,0,0
9.2,NoRider,Male,Other,Smoker,Old,Other,-0.85,-0.38,0,0
9.21,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,1.82,-0.3,1,1
9.21,NoRider,Female,Annual,NonSmoker,Young,EastCoast,0.06,-0.3,1,1
9.21,NoRider,Female,Annual,NonSmoker,Old,Other,-1.07,1.14,1,1
9.23,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.85,-0.3,1,1
9.23,Rider,Male,InfraAnnual,Smoker,Young,Other,1.96,-1.31,1,1
9.24,NoRider,Female,Annual,NonSmoker,Young,EastCoast,0.17,0.55,1,1
9.25,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.55,-1.31,1,1
9.26,Rider,Female,InfraAnnual,NonSmoker,Young,Other,1.87,-0.3,1,1
9.27,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.52,0.49,1,1
9.27,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.7,1.42,1,1
9.29,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.13,2.15,1,1
9.29,NoRider,Female,InfraAnnual,Smoker,Middle,WestCoast,0.59,1.14,1,1
9.3,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-1.04,-0.38,0,0
9.32,Rider,Female,InfraAnnual,Smoker,Young,Other,-0.73,0.92,1,1
9.32,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.68,1.68,1,1
9.32,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,2.14,-0.38,0,0
9.33,NoRider,Male,Annual,NonSmoker,Young,Other,2.3,-0.16,1,1
9.34,NoRider,Male,Annual,NonSmoker,Young,Other,0.23,1.72,1,1
9.34,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.75,0.11,1,1
9.34,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,3.69,-1.74,1,1
9.35,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-1.07,-0.38,0,0
9.36,NoRider,Female,Annual,NonSmoker,Old,Other,0.47,0.49,0,1
9.36,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,0.21,1.56,0,1
9.37,Rider,Female,InfraAnnual,Smoker,Young,Other,-0.32,1.68,1,1
9.37,NoRider,Female,Annual,Smoker,Middle,Other,-0.3,0.55,1,1
9.38,NoRider,Female,InfraAnnual,Smoker,Old,Other,-0.23,-0.3,1,1
9.4,NoRider,Female,Other,NonSmoker,Middle,EastCoast,-0.46,-0.16,0,1
9.41,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,1.25,2.15,1,1
9.41,NoRider,Male,Annual,NonSmoker,Young,Other,0.37,-0.3,1,1
9.41,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.87,0.49,1,1
9.41,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.87,0.31,0,1
9.41,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.45,-0.66,1,1
9.42,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,1.13,-0.2,1,1
9.42,NoRider,Male,Annual,NonSmoker,Old,EastCoast,1.42,-0.38,0,0
9.43,NoRider,Male,Annual,Smoker,Old,EastCoast,1.46,2.15,1,1
9.43,NoRider,Female,Annual,NonSmoker,Young,Other,-0.42,1.68,1,1
9.43,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.54,0.37,1,1
9.45,Rider,Female,InfraAnnual,Smoker,Young,Other,-0.37,-0.36,1,1
9.46,Rider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.32,1.72,1,1
9.46,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,3.12,2.43,1,1
9.46,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,2.23,-0.6,1,1
9.46,NoRider,Male,Other,NonSmoker,Young,Other,-0.86,0.45,0,1
9.46,Rider,Male,Other,Smoker,Young,Other,-0.86,-0.54,1,1
9.47,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.97,1.68,0,1
9.47,NoRider,Female,Annual,Smoker,Young,Other,0.71,0.49,1,1
9.48,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.6,1.68,1,1
9.48,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.28,-1.11,1,1
9.48,NoRider,Male,Annual,NonSmoker,Young,Other,0.96,0.71,0,1
9.49,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.15,-0.3,1,1
9.49,NoRider,Male,Annual,Smoker,Middle,Other,-0.52,1.24,1,1
9.49,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.9,-0.38,0,0
9.51,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,0.23,1.68,1,1
9.52,NoRider,Male,Annual,NonSmoker,Young,Other,-0.33,2.15,1,1
9.52,NoRider,Female,Annual,Smoker,Young,Other,-0.48,-0.2,1,1
9.53,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.5,1.42,0,1
9.53,NoRider,Male,Annual,NonSmoker,Middle,Other,-0.14,-1.74,0,1
9.54,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.21,0.92,1,1
9.54,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,1.79,1.72,1,1
9.54,NoRider,Male,Annual,NonSmoker,Young,Other,-0.52,-0.2,0,1
9.54,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.61,-0.54,1,1
9.54,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.2,0.37,1,1
9.55,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,-0.22,0.98,1,1
9.55,NoRider,Female,Annual,Smoker,Old,Other,-0.13,0.27,1,1
9.56,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.24,-0.4,1,1
9.56,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,1.65,-2.44,0,1
9.57,NoRider,Female,InfraAnnual,Smoker,Middle,Other,0.17,2.15,1,1
9.57,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.18,2.43,1,1
9.57,Rider,Female,InfraAnnual,Smoker,Old,Other,0.46,0.31,1,1
9.57,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-1.01,-0.4,1,1
9.57,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.1,-2.95,1,1
9.57,NoRider,Male,Other,Smoker,Young,Other,-0.33,0.51,0,1
9.59,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.79,-0.3,1,1
9.6,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.42,-0.38,0,0
9.62,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,1.26,1.14,1,1
9.62,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.67,0.31,1,1
9.63,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.28,-0.38,0,0
9.65,NoRider,Male,Annual,Smoker,Young,EastCoast,-0.62,-0.2,1,1
9.66,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.78,-0.16,1,1
9.68,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.56,0.92,1,1
9.68,NoRider,Female,Other,Smoker,Middle,EastCoast,1.0,1.72,1,1
9.68,NoRider,Male,Annual,NonSmoker,Middle,Other,1.52,0.17,0,1
9.69,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,0.62,-0.3,1,1
9.69,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.68,0.49,1,1
9.69,NoRider,Female,Annual,Smoker,Middle,Other,0.54,0.35,1,1
9.7,Rider,Male,Annual,Smoker,Middle,Other,-0.47,0.0,0,1
9.71,Rider,Male,InfraAnnual,NonSmoker,Young,Other,1.25,1.14,1,1
9.71,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.23,1.14,1,1
9.73,NoRider,Female,InfraAnnual,Smoker,Young,Other,1.24,1.68,1,1
9.73,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,0.65,0.45,1,1
9.74,Rider,Male,InfraAnnual,NonSmoker,Young,EastCoast,0.6,-0.3,1,1
9.74,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,-0.72,-0.66,1,1
9.74,NoRider,Female,InfraAnnual,Smoker,Middle,WestCoast,-0.08,1.2,0,1
9.74,NoRider,Male,InfraAnnual,Smoker,Old,Other,-0.82,-0.38,0,0
9.74,NoRider,Female,InfraAnnual,Smoker,Middle,Other,2.53,-0.38,0,0
9.75,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,-0.55,-0.3,0,1
9.75,NoRider,Female,Annual,NonSmoker,Young,Other,-0.5,-1.11,1,1
9.75,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.0,1.72,1,1
9.75,NoRider,Male,Annual,NonSmoker,Middle,Other,0.32,0.27,1,1
9.76,NoRider,Male,InfraAnnual,Smoker,Middle,Other,1.06,0.35,1,1
9.78,NoRider,Female,Annual,Smoker,Young,Other,0.44,0.45,1,1
9.79,NoRider,Female,Annual,NonSmoker,Young,WestCoast,2.3,-0.38,0,0
9.8,NoRider,Male,Annual,NonSmoker,Young,Other,-0.48,0.49,1,1
9.81,NoRider,Male,InfraAnnual,Smoker,Middle,Other,-0.88,1.34,1,1
9.81,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-1.0,0.51,1,1
9.82,Rider,Female,InfraAnnual,Smoker,Old,EastCoast,0.15,1.72,1,1
9.82,NoRider,Male,Other,NonSmoker,Young,EastCoast,3.09,-0.2,1,1
9.84,NoRider,Male,Other,NonSmoker,Middle,Other,-0.84,-0.16,1,1
9.84,Rider,Male,InfraAnnual,NonSmoker,Old,Other,0.8,-0.18,1,1
9.86,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,0.48,0.49,1,1
9.86,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,1.07,0.45,0,1
9.86,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.9,-0.54,1,1
9.86,NoRider,Female,Other,NonSmoker,Young,Other,-0.91,0.15,0,1
9.87,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.68,1.72,1,1
9.88,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.17,1.42,1,1
9.89,NoRider,Female,InfraAnnual,NonSmoker,Young,WestCoast,-0.47,2.15,1,1
9.89,Rider,Male,InfraAnnual,NonSmoker,Old,Other,-0.51,1.2,0,1
9.9,NoRider,Male,Annual,Smoker,Old,Other,-0.91,1.14,1,1
9.91,Rider,Female,InfraAnnual,Smoker,Middle,Other,0.15,1.72,1,1
9.91,NoRider,Male,InfraAnnual,Smoker,Young,Other,0.24,0.71,0,1
9.93,NoRider,Female,Annual,Smoker,Young,Other,0.83,1.14,1,1
9.96,Rider,Male,InfraAnnual,NonSmoker,Young,Other,-0.24,0.45,1,1
9.97,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,1.04,-0.3,1,1
9.97,Rider,Male,InfraAnnual,NonSmoker,Middle,Other,-1.02,0.45,1,1
9.97,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,0.27,-0.38,0,0
9.97,NoRider,Male,Annual,Smoker,Young,Other,-0.27,0.15,0,1
9.98,Rider,Female,Other,Smoker,Middle,Other,0.91,0.35,0,1
9.99,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.04,-0.38,0,0
10.0,NoRider,Female,Annual,NonSmoker,Old,Other,-0.67,-0.38,0,0
10.02,NoRider,Male,Other,NonSmoker,Young,Other,1.51,-1.11,1,1
10.02,NoRider,Female,Other,Smoker,Young,Other,-0.15,-0.38,0,0
10.03,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.94,-1.11,1,1
10.03,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.74,-0.6,1,1
10.04,NoRider,Female,Other,NonSmoker,Middle,Other,-0.96,-0.16,0,1
10.04,NoRider,Female,InfraAnnual,Smoker,Old,Other,0.08,1.2,1,1
10.08,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-0.3,1.72,1,1
10.08,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.73,-0.16,1,1
10.08,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,0.15,-0.66,1,1
10.1,NoRider,Female,InfraAnnual,Smoker,Young,WestCoast,-0.4,-1.11,1,1
10.1,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.4,0.13,1,1
10.11,NoRider,Male,InfraAnnual,Smoker,Middle,Other,0.83,2.43,1,1
10.11,Rider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,0.94,-0.16,1,1
10.12,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,1.55,1.68,1,1
10.12,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,0.38,0.55,1,1
10.13,NoRider,Female,Other,NonSmoker,Old,Other,-0.73,-0.18,1,1
10.13,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.53,-2.95,1,1
10.15,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.2,-1.11,1,1
10.15,Rider,Male,Other,Smoker,Young,Other,-0.02,1.68,1,1
10.18,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.72,-0.3,1,1
10.18,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.64,0.15,1,1
10.19,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.17,0.35,1,1
10.19,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,0.26,-0.3,1,1
10.19,NoRider,Female,Annual,NonSmoker,Young,Other,-0.72,1.16,1,1
10.2,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,2.2,1.14,0,1
10.2,NoRider,Male,InfraAnnual,Smoker,Old,Other,0.45,-0.18,1,1
10.21,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.49,-0.66,0,1
10.23,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-0.66,-1.31,1,1
10.23,NoRider,Male,Annual,Smoker,Old,Other,-0.37,1.46,1,1
10.23,NoRider,Male,InfraAnnual,NonSmoker,Young,EastCoast,-0.67,0.15,1,1
10.24,NoRider,Male,Annual,NonSmoker,Young,EastCoast,0.12,-0.3,1,1
10.24,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.52,0.49,1,1
10.24,NoRider,Female,InfraAnnual,Smoker,Middle,Other,-0.18,-0.16,1,1
10.24,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.71,-0.38,0,0
10.25,NoRider,Female,InfraAnnual,NonSmoker,Young,Other,-1.06,0.45,0,1
10.25,NoRider,Male,InfraAnnual,Smoker,Young,Other,-1.04,-0.38,0,0
10.26,Rider,Male,InfraAnnual,Smoker,Young,EastCoast,-0.71,-0.16,1,1
10.27,Rider,Female,InfraAnnual,Smoker,Young,Other,-0.16,-0.16,0,1
10.27,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,2.81,2.13,1,1
10.29,NoRider,Female,Annual,NonSmoker,Middle,Other,-0.98,1.14,1,1
10.29,Rider,Male,InfraAnnual,NonSmoker,Old,Other,0.69,-0.2,1,1
10.29,NoRider,Female,InfraAnnual,NonSmoker,Young,EastCoast,-0.15,-0.38,0,0
10.3,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.08,-0.18,1,1
10.31,Rider,Female,Annual,NonSmoker,Young,Other,-1.02,1.14,0,1
10.31,NoRider,Male,InfraAnnual,NonSmoker,Old,Other,0.58,-0.3,0,1
10.31,NoRider,Female,Annual,NonSmoker,Young,Other,-0.55,1.14,1,1
10.31,NoRider,Female,InfraAnnual,Smoker,Young,Other,0.29,-1.11,0,1
10.31,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.28,-0.18,1,1
10.31,Rider,Male,Annual,Smoker,Middle,Other,-0.9,0.71,0,1
10.31,NoRider,Male,InfraAnnual,Smoker,Young,EastCoast,2.2,0.13,0,1
10.33,NoRider,Female,Other,NonSmoker,Old,Other,0.53,-0.3,1,1
10.33,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.68,1.68,0,1
10.34,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.07,1.14,1,1
10.34,NoRider,Male,Annual,NonSmoker,Middle,WestCoast,1.56,-1.11,1,1
10.34,NoRider,Male,Annual,NonSmoker,Old,Other,-0.5,1.72,1,1
10.34,NoRider,Male,Annual,NonSmoker,Old,Other,-0.99,1.72,0,1
10.34,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,-0.88,-0.38,0,0
10.35,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,3.91,-0.6,1,1
10.35,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,1.19,-0.4,1,1
10.35,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.21,0.31,1,1
10.35,NoRider,Male,Annual,NonSmoker,Young,EastCoast,0.52,0.0,0,1
10.37,NoRider,Female,InfraAnnual,Smoker,Young,Other,-0.62,0.49,1,1
10.37,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.44,-1.31,1,1
10.37,NoRider,Male,InfraAnnual,NonSmoker,Middle,WestCoast,2.43,0.71,1,1
10.38,NoRider,Female,Other,NonSmoker,Middle,EastCoast,-0.64,0.49,1,1
10.4,NoRider,Male,InfraAnnual,Smoker,Young,Other,-0.08,2.43,1,1
10.42,NoRider,Male,Annual,NonSmoker,Young,Other,-0.69,0.49,0,1
10.43,NoRider,Male,Annual,NonSmoker,Young,WestCoast,1.0,0.35,1,1
10.46,NoRider,Male,InfraAnnual,NonSmoker,Middle,EastCoast,0.09,1.68,1,1
10.46,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.3,1.68,1,1
10.47,NoRider,Female,InfraAnnual,NonSmoker,Middle,EastCoast,-1.01,0.71,1,1
10.47,Rider,Female,InfraAnnual,Smoker,Old,Other,-1.02,0.31,0,1
10.48,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.26,0.49,1,1
10.48,NoRider,Female,InfraAnnual,Smoker,Young,EastCoast,-0.93,-1.11,1,1
10.48,NoRider,Female,InfraAnnual,NonSmoker,Middle,WestCoast,-0.58,0.98,1,1
10.49,NoRider,Male,InfraAnnual,Smoker,Young,Other,1.29,-0.3,1,1
10.49,NoRider,Male,Annual,NonSmoker,Young,Other,-0.14,-1.11,0,1
10.51,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.34,-0.3,1,1
10.51,NoRider,Female,Annual,NonSmoker,Young,Other,0.47,0.45,1,1
10.51,NoRider,Male,Annual,NonSmoker,Young,Other,-0.4,1.56,1,1
10.52,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.89,1.72,1,1
10.53,NoRider,Male,InfraAnnual,NonSmoker,Middle,Other,-0.58,-0.16,1,1
10.53,NoRider,Male,InfraAnnual,NonSmoker,Old,EastCoast,-0.92,-0.36,1,1
10.54,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.31,-0.4,0,1
10.54,NoRider,Female,InfraAnnual,NonSmoker,Old,WestCoast,2.26,0.45,1,1
10.55,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.47,-1.11,1,1
10.55,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,-0.95,0.45,0,1
10.56,NoRider,Male,Annual,NonSmoker,Old,Other,-0.07,-0.38,0,0
10.58,NoRider,Male,InfraAnnual,Smoker,Middle,EastCoast,-0.48,-1.31,1,1
10.58,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,0.37,-0.38,0,0
10.59,NoRider,Female,InfraAnnual,NonSmoker,Middle,Other,-0.64,0.27,1,1
10.59,NoRider,Male,InfraAnnual,NonSmoker,Young,Other,0.39,0.15,0,1
10.6,NoRider,Male,Other,Smoker,Young,Other,0.56,-1.11,1,1
10.6,NoRider,Female,InfraAnnual,NonSmoker,Old,Other,-0.12,0.49,1,1
10.6,NoRider,Female,InfraAnnual,Smoker,Young,Other,2.24,-0.54,1,1
