policy_year,exposure,insured_birth_year,vehicle_age,policy_holder_age,driver_license_age,vehicle_brand,vehicle_model,mileage,vehicle_power,catalog_value,claim_responsibility_rate,driving_training_label,number_of_liability_claims
4,0.8169398907,1935,8,8,44,VOLKSWAGEN,VO-2418,30000,96,932153,100,No,1
4,0.7076502732,1942,5,12,44,FORD,FO-1785,30000,80,822136,100,No,0
4,0.8278688525,1950,2,9,40,OPEL,OP-1043,10000,74,705950,100,No,0
4,0.3907103825,1950,13,2,38,SUZUKI,SU-1142,30000,71,0,100,No,1
4,0.7896174863,1940,17,22,52,SUBARU,SU-1992,30000,66,0,100,No,1
4,0.6857923497,1938,3,1,52,MERCEDES,ME-1126,30000,80,1070177,0,No,0
4,0.7049180328,1932,18,11,22,FORD,FO-1673,30000,43,414107,0,No,0
4,0.8169398907,1946,1,14,44,FORD,FO-1236,30000,70,807132,100,No,1
4,0.5409836066,1940,8,1,44,BMW,BM-3145,12500,150,1617956,0,No,0
4,0.7896174863,1948,4,6,22,BMW,BM-3145,30000,120,1819133,0,No,0
4,0.6092896175,1944,4,12,44,BMW,BM-777,30000,180,2375420,0,No,0
4,0.4972677596,1948,10,20,43,VOLVO,VO-2678,30000,120,0,100,No,1
4,0.4207650273,1949,1,1,40,AUDI,AU-967,10000,118,1570758,0,No,0
4,0.7404371585,1939,7,11,44,VOLKSWAGEN,VO-2461,30000,55,507766,100,No,0
4,0.6693989071,1945,18,1,44,NISSAN,NI-2923,5000,55,0,100,No,1
4,0.6639344262,1948,0,11,45,HYUNDAI,HY-1981,30000,85,0,0,No,0
4,0.5519125683,1947,0,18,20,CITROEN,CI-1263,30000,82,941132,100,No,1
4,0.6010928962,1950,7,8,44,PEUGEOT,PE-600,10000,80,830137,100,No,1
4,0.2459016393,1950,14,4,37,MERCEDES,ME-182,30000,75,0,0,No,0
4,0.7841530055,1933,5,14,22,RENAULT,RE-2214,30000,78,0,100,No,1
4,0.7786885246,1942,5,22,22,RENAULT,RE-2214,30000,78,750791,0,No,0
4,0.7650273224,1947,2,7,47,MERCEDES,ME-130,10000,70,785944,0,No,0
4,0.2021857923,1934,18,10,42,VOLKSWAGEN,VO-1852,30000,47,0,0,No,0
4,0.7896174863,1947,9,15,28,JAGUAR,JA-2650,30000,147,1711616,100,No,1
4,0.737704918,1952,3,13,41,PEUGEOT,PE-2413,30000,66,0,100,No,1
4,0.4289617486,1950,6,6,39,NISSAN,NI-2258,30000,48,416066,0,No,0
4,0.3306010929,1929,9,22,45,CITROEN,CI-1158,30000,51,0,100,No,1
4,0.4016393443,1945,1,6,42,MITSUBISHI,MI-2394,30000,115,1209199,100,No,1
4,0.5464480874,1940,10,12,22,VOLKSWAGEN,VO-2461,30000,55,0,100,No,1
4,0.3278688525,1935,3,13,44,VOLKSWAGEN,VO-1852,30000,90,817373,100,No,1
4,0.7704918033,1940,10,18,42,AUDI,AU-953,10000,96,0,100,No,1
4,0.4508196721,1936,2,14,43,VOLKSWAGEN,VO-1852,30000,77,860143,100,No,1
4,0.4918032787,1951,5,5,38,SKODA,SK-2380,15000,77,671257,0,No,0
4,0.5191256831,1949,11,3,43,VOLVO,VO-2673,30000,103,0,0,No,0
4,0.2131147541,1938,5,4,22,HYUNDAI,HY-2852,30000,100,930120,0,No,0
4,0.606557377,1941,5,11,43,JAGUAR,JA-3143,7500,110,0,0,No,0
4,0.762295082,1924,9,8,32,OPEL,OP-994,30000,55,0,100,No,1
4,0.5355191257,1948,3,4,45,AUDI,AU-2523,30000,155,2231022,100,No,1
4,0.2950819672,1946,1,4,22,AUDI,AU-953,30000,100,1116851,0,No,0
4,0.3415300546,1946,8,28,39,PEUGEOT,PE-225,30000,55,466077,0,No,0
4,0.5683060109,1939,5,14,23,FORD,FO-1785,30000,85,0,0,No,0
4,0.7759562842,1945,9,4,47,MINI,MI-2275,30000,66,0,0,No,0
4,0.5,1945,5,11,39,TOYOTA,TO-1086,30000,91,0,0,No,0
4,0.6147540984,1947,4,14,44,LAND ROVER,LA-2584,30000,200,2734285,0,No,0
4,0.6010928962,1946,0,0,43,PEUGEOT,PE-2413,30000,68,690505,100,No,1
4,0.2486338798,1929,2,2,53,AUDI,AU-967,30000,155,2142497,100,No,1
4,0.781420765,1951,13,12,24,OPEL,OP-2387,30000,100,0,50,No,1
4,0.7459016393,1941,3,3,34,CITROEN,CI-1262,30000,65,628770,0,No,0
4,0.7759562842,1932,8,11,22,MERCEDES,ME-474,30000,150,1848298,0,No,0
4,0.393442623,1942,1,9,44,RENAULT,RE-1406,30000,55,625229,100,No,0
4,0.7076502732,1947,5,5,44,OPEL,OP-1034,30000,110,1313717,100,No,1
4,0.3770491803,1934,5,19,45,FORD,FO-1785,30000,74,0,100,No,1
4,0.543715847,1950,2,9,34,CITROEN,CI-1158,10000,55,0,100,No,1
4,0.4398907104,1936,0,0,27,HONDA,HO-1348,30000,104,1031503,100,No,0
4,0.4699453552,1944,13,1,43,MERCEDES,ME-368,30000,130,0,100,No,1
4,0.393442623,1946,0,0,44,CITROEN,CI-1263,30000,120,1204673,100,No,1
4,0.3715846995,1952,5,24,20,HONDA,HO-2022,30000,57,0,0,No,0
4,0.5109289617,1948,13,11,42,FORD,FO-1785,10000,55,0,100,No,1
4,0.3989071038,1945,0,12,43,AUDI,AU-968,30000,120,1550444,100,No,0
4,0.3743169399,1948,3,7,43,VOLKSWAGEN,VO-1668,30000,90,1073626,100,No,0
4,0.6174863388,1940,0,0,44,BMW,BM-3145,30000,135,1933496,100,No,1
4,0.2158469945,1951,9,7,42,VOLVO,VO-2673,30000,120,1034156,100,No,1
4,0.3306010929,1938,1,6,56,HYUNDAI,HY-1976,7500,51,373361,100,No,1
4,0.781420765,1937,17,17,55,MERCEDES,ME-308,30000,83,0,100,No,1
4,0.7158469945,1948,1,11,33,FORD,FO-2077,12500,100,1261875,100,No,0
4,0.4617486339,1951,2,3,34,NISSAN,NI-2372,15000,65,553424,100,No,0
4,0.456284153,1935,2,1,57,KIA,KI-2857,30000,85,673077,0,No,0
4,0.2841530055,1945,1,17,47,SKODA,SK-2380,15000,59,558092,0,No,0
4,0.2513661202,1948,1,9,15,CITROEN,CI-1262,30000,80,909483,0,No,0
4,0.3661202186,1945,7,10,45,TOYOTA,TO-1471,30000,95,742789,0,No,0
4,0.7978142077,1948,6,17,44,RENAULT,RE-2093,30000,84,1110156,0,No,0
4,0.2950819672,1938,18,13,54,AUDI,AU-806,30000,55,0,100,No,1
4,0.650273224,1926,5,22,44,RENAULT,RE-2061,30000,50,0,100,No,1
4,0.5355191257,1947,16,8,41,FORD,FO-2313,30000,65,0,100,No,1
4,0.543715847,1932,2,12,45,FIAT,FI-2410,2500,40,0,0,No,0
4,0.412568306,1939,12,13,23,CITROEN,CI-3212,30000,66,0,0,No,0
4,0.6256830601,1947,8,13,32,BMW,BM-505,30000,141,0,0,No,0
4,0.2868852459,1946,0,1,36,AUDI,AU-967,30000,125,1398089,100,No,0
4,0.3114754098,1945,4,18,50,MERCEDES,ME-182,30000,100,996801,100,No,0
4,0.2595628415,1947,1,11,36,SKODA,SK-3239,30000,77,701956,0,No,0
4,0.393442623,1952,1,0,36,FORD,FO-1236,10000,70,877596,0,No,0
4,0.7021857923,1947,3,2,42,RENAULT,RE-1406,10000,50,570094,0,No,0
4,0.6338797814,1948,4,14,44,MERCEDES,ME-270,30000,120,1776533,0,No,0
4,0.4617486339,1952,4,8,30,AUDI,AU-953,30000,100,1213547,100,No,0
4,0.4234972678,1949,1,0,41,VOLKSWAGEN,VO-2461,10000,55,462699,0,No,0
4,0.7404371585,1951,1,29,38,MINI,MI-2273,10000,82,1028169,0,No,0
4,0.7978142077,1938,3,10,56,JAGUAR,JA-3183,30000,175,1939153,100,No,0
4,0.5710382514,1936,2,17,44,VOLKSWAGEN,VO-1852,7500,59,663079,100,No,1
4,0.6393442623,1951,7,11,41,CITROEN,CI-1258,30000,54,0,100,No,1
4,0.218579235,1944,8,9,47,MERCEDES,ME-270,30000,100,1510854,0,No,0
4,0.4945355191,1944,9,2,48,OPEL,OP-1043,30000,59,488678,0,No,0
4,0.5191256831,1939,26,6,44,MERCEDES,ME-281,30000,90,0,100,No,1
4,0.4234972678,1939,5,2,41,BMW,BM-690,30000,145,1802609,100,No,0
4,0.6639344262,1942,8,14,26,TOYOTA,TO-3230,30000,62,0,0,No,0
4,0.7076502732,1952,7,11,38,PEUGEOT,PE-429,10000,80,0,100,No,1
4,0.3142076503,1946,6,6,44,MERCEDES,ME-474,30000,155,0,50,No,1
4,0.781420765,1940,9,5,22,CITROEN,CI-3212,30000,51,0,100,No,1
4,0.650273224,1952,1,1,41,DACIA,DA-1605,30000,81,658941,50,No,1
4,0.5,1947,2,2,24,DACIA,DA-2694,7500,55,298015,100,No,1
4,0.5737704918,1941,1,5,45,VOLKSWAGEN,VO-2989,30000,176,0,100,No,1
4,0.393442623,1946,15,11,36,FORD,FO-2313,30000,66,0,0,No,0
4,0.5109289617,1945,5,5,43,MERCEDES,ME-2296,30000,140,2038944,0,No,0
4,0.281420765,1947,9,11,17,FORD,FO-2313,30000,85,853473,100,No,1
4,0.7923497268,1949,6,2,22,BMW,BM-677,30000,120,1574999,0,No,0
4,0.3306010929,1939,1,18,44,OPEL,OP-2246,30000,74,636738,0,No,0
4,0.7049180328,1933,1,11,38,MAZDA,MA-175,30000,55,475911,100,No,1
4,0.7704918033,1924,5,12,43,TOYOTA,TO-3230,30000,66,500216,0,No,0
4,0.3551912568,1952,7,1,20,CITROEN,CI-1262,30000,80,0,100,No,1
4,0.2732240437,1952,2,2,41,VOLKSWAGEN,VO-1852,30000,77,880598,100,No,0
4,0.2677595628,1947,11,22,39,MERCEDES,ME-270,30000,105,0,100,No,1
4,0.2923497268,1935,7,4,38,ALFA ROMEO,AL-119,30000,77,0,0,No,0
4,0.8005464481,1927,17,18,45,FORD,FO-1673,30000,54,0,0,No,0
4,0.6174863388,1932,17,16,44,ROVER,RO-736,30000,77,0,0,No,0
4,0.2841530055,1944,7,7,22,BMW,BM-690,30000,120,1800616,100,No,0
4,0.7950819672,1944,7,12,23,MERCEDES,ME-182,30000,90,1263819,0,No,0
4,0.3415300546,1952,1,12,40,FORD,FO-1785,30000,66,711758,100,No,0
4,0.4207650273,1940,6,16,44,JAGUAR,JA-3143,30000,96,1144689,100,No,1
4,0.5928961749,1946,1,9,47,PEUGEOT,PE-225,30000,50,527087,0,No,0
4,0.3360655738,1951,12,12,40,RENAULT,RE-2214,30000,47,446281,0,No,0
4,0.4398907104,1950,1,9,42,RENAULT,RE-2214,30000,80,701731,0,No,0
4,0.7049180328,1949,9,8,14,TOYOTA,TO-2591,10000,92,743103,0,No,0
4,0.4590163934,1943,9,6,36,VOLKSWAGEN,VO-2461,30000,47,0,0,No,0
4,0.6830601093,1946,5,8,45,OPEL,OP-2246,30000,74,679729,0,No,0
4,0.8005464481,1951,7,12,37,VOLKSWAGEN,VO-2418,30000,103,1293167,0,No,0
4,0.262295082,1940,3,3,43,OPEL,OP-1043,30000,66,724586,100,No,0
4,0.8032786885,1936,6,9,45,FORD,FO-1749,30000,51,468589,0,No,0
4,0.6721311475,1952,0,9,41,RENAULT,RE-2061,30000,55,423402,100,No,0
4,0.4972677596,1944,6,16,32,PEUGEOT,PE-600,30000,100,1116851,0,No,0
4,0.281420765,1952,13,3,30,FORD,FO-1785,30000,66,0,100,No,1
4,0.4153005464,1947,16,11,45,OPEL,OP-3074,30000,74,656001,0,No,0
4,0.8005464481,1951,9,19,42,OPEL,OP-1496,30000,55,0,0,No,0
4,0.9234972678,1920,1,18,20,PEUGEOT,PE-672,30000,110,1151190,0,No,0
4,0.3524590164,1952,11,0,19,RENAULT,RE-1692,30000,72,0,0,No,0
4,0.5191256831,1944,16,0,50,MAZDA,MA-87,5000,44,0,100,No,1
4,0.893442623,1940,8,8,53,MERCEDES,ME-182,30000,90,1491692,0,No,0
4,0.2049180328,1944,11,8,48,SUZUKI,SU-2039,30000,60,0,0,No,0
4,0.8852459016,1952,7,5,38,MERCEDES,ME-270,30000,110,1457776,0,No,0
4,0.2295081967,1933,7,15,44,MERCEDES,ME-922,30000,85,927820,0,No,0
4,0.2076502732,1931,2,19,52,OPEL,OP-1043,12500,85,781129,100,No,1
4,0.3360655738,1952,8,4,40,LANCIA,LA-3240,30000,44,0,0,No,0
4,0.6584699454,1951,6,3,39,OPEL,OP-1043,30000,74,0,100,No,1
4,0.8142076503,1947,7,4,44,ALFA ROMEO,AL-128,30000,85,0,0,No,0
4,0.4480874317,1946,2,22,45,BMW,BM-455,12500,100,1178695,0,No,0
4,0.7049180328,1952,4,9,40,PEUGEOT,PE-240,30000,50,0,0,No,0
4,0.4180327869,1938,10,11,45,MERCEDES,ME-182,30000,85,0,0,No,0
4,0.2486338798,1950,14,17,39,CITROEN,CI-3212,30000,50,487192,100,No,1
4,0.8387978142,1951,9,19,41,FORD,FO-1785,30000,66,0,0,No,0
4,0.8961748634,1945,7,5,17,VOLVO,VO-3061,30000,96,1117902,0,No,0
4,0.7295081967,1949,14,10,41,CITROEN,CI-1107,30000,42,0,100,No,1
4,0.5054644809,1931,4,16,45,CITROEN,CI-1258,30000,50,504215,100,No,0
4,0.5054644809,1952,0,0,41,RENAULT,RE-1406,10000,65,665448,0,No,0
4,0.3224043716,1933,2,2,44,MERCEDES,ME-1617,15000,100,1250206,0,No,0
4,0.5655737705,1941,7,1,24,RENAULT,RE-2732,30000,63,623253,0,No,0
4,0.8524590164,1949,5,5,37,SKODA,SK-1735,30000,40,0,0,No,0
4,0.4426229508,1952,0,0,40,AUDI,AU-968,30000,150,2069279,0,No,0
4,0.7950819672,1940,8,1,41,CITROEN,CI-1258,7500,54,543379,0,No,0
4,0.5218579235,1928,20,16,45,MERCEDES,ME-156,30000,55,0,100,No,1
4,0.8524590164,1950,10,14,22,BMW,BM-3146,30000,135,0,100,No,1
4,0.5628415301,1943,1,12,44,FORD,FO-1749,30000,70,678578,100,No,0
4,0.5846994536,1932,3,12,43,DACIA,DA-2150,30000,50,448240,100,No,1
4,0.5027322404,1940,10,7,48,OPEL,OP-1043,7500,74,0,100,No,1
4,0.5601092896,1935,0,0,30,AUDI,AU-934,30000,66,996076,100,No,0
4,0.2076502732,1944,5,10,45,PEUGEOT,PE-600,30000,80,889146,100,No,1
4,0.4590163934,1952,7,1,40,SKODA,SK-1735,30000,47,0,100,No,1
4,0.3879781421,1940,2,13,52,FORD,FO-1749,10000,44,350124,0,No,0
4,0.4316939891,1935,1,14,45,PEUGEOT,PE-1165,5000,54,0,0,No,0
4,0.8306010929,1951,4,4,41,MINI,MI-2273,30000,80,809534,0,No,0
4,0.5382513661,1948,2,18,44,CITROEN,CI-1262,30000,80,847099,0,No,0
4,0.2650273224,1948,1,2,21,CITROEN,CI-1258,30000,66,666094,0,No,0
4,0.2759562842,1951,5,4,27,HYUNDAI,HY-2707,30000,110,0,100,No,1
4,0.5628415301,1944,0,2,46,KIA,KI-2886,30000,85,938106,100,No,0
4,0.5109289617,1929,7,15,23,CITROEN,CI-1243,30000,44,0,100,No,1
4,0.8005464481,1933,15,11,59,RENAULT,RE-2214,30000,47,0,0,No,0
4,0.8524590164,1937,10,9,55,MERCEDES,ME-144,30000,95,0,100,No,1
4,0.218579235,1951,13,11,41,VOLKSWAGEN,VO-1852,30000,81,691094,0,No,0
4,0.4535519126,1946,10,13,43,FORD,FO-1785,30000,66,623436,0,No,0
4,0.6557377049,1939,2,3,43,RENAULT,RE-2061,30000,50,491747,100,No,1
4,0.6475409836,1951,10,11,41,TOYOTA,TO-2591,30000,92,0,0,No,0
4,0.3961748634,1928,14,20,44,HONDA,HO-1348,30000,66,0,100,No,1
4,0.7240437158,1928,2,11,42,CITROEN,CI-1239,30000,50,0,0,No,0
4,0.7786885246,1935,7,1,47,PEUGEOT,PE-600,30000,80,0,100,No,1
4,0.8907103825,1950,2,15,42,AUDI,AU-946,10000,77,0,0,No,0
4,0.5792349727,1939,8,7,43,VOLKSWAGEN,VO-1852,30000,55,551841,100,No,1
4,0.3442622951,1938,16,11,44,HONDA,HO-1348,30000,66,0,0,No,0
4,0.4289617486,1942,1,13,50,MAZDA,MA-721,30000,95,978828,0,No,0
4,0.7213114754,1945,6,5,47,MERCEDES,ME-182,30000,90,1224568,100,No,1
4,0.8907103825,1949,1,8,45,PEUGEOT,PE-600,10000,81,930764,100,No,0
4,0.7732240437,1935,8,11,44,MERCEDES,ME-182,30000,90,0,0,No,0
4,0.6256830601,1949,5,14,23,TOYOTA,TO-1471,30000,66,681544,0,No,0
4,0.6366120219,1923,14,27,23,TOYOTA,TO-1100,30000,81,0,0,No,0
4,0.8715846995,1927,12,10,44,LEXUS,LE-2009,30000,114,1054382,100,No,1
4,0.4207650273,1936,4,26,40,RENAULT,RE-1406,30000,82,615301,100,No,1
4,0.4754098361,1945,8,11,48,CITROEN,CI-3212,10000,80,793464,100,No,0
4,0.3661202186,1934,12,13,58,OPEL,OP-994,30000,55,0,50,No,1
4,0.3224043716,1938,7,21,56,NISSAN,NI-2258,30000,59,485079,0,No,0
4,0.5464480874,1936,4,3,44,RENAULT,RE-2310,30000,58,521752,0,No,0
4,0.6174863388,1930,11,3,44,VOLKSWAGEN,VO-1174,30000,55,0,100,No,1
4,0.8661202186,1949,4,4,43,MERCEDES,ME-1127,30000,103,1000189,100,No,0
4,0.781420765,1921,8,24,32,BMW,BM-474,30000,110,1190030,100,No,1
4,0.606557377,1951,6,11,42,OPEL,OP-1496,30000,51,0,100,No,1
4,0.5491803279,1947,14,2,37,VOLKSWAGEN,VO-1852,30000,66,0,100,No,1
4,0.8743169399,1951,4,5,41,SKODA,SK-2621,30000,59,0,100,No,1
4,0.7459016393,1951,4,1,41,MERCEDES,ME-918,10000,70,712485,100,No,1
4,0.7322404372,1947,1,1,43,VOLKSWAGEN,VO-1273,5000,77,0,0,No,0
4,0.6530054645,1936,26,18,42,NISSAN,NI-2923,5000,44,0,0,No,0
4,0.3142076503,1940,9,23,44,RENAULT,RE-3038,30000,55,353391,0,No,0
4,0.912568306,1945,6,1,46,OPEL,OP-3248,10000,74,0,100,No,1
4,0.4590163934,1942,7,1,40,VOLKSWAGEN,VO-2343,5000,128,0,100,No,1
4,0.7896174863,1933,17,11,45,FORD,FO-2313,30000,66,0,100,No,1
4,0.262295082,1947,8,17,44,CITROEN,CI-1263,30000,80,0,0,No,0
4,0.893442623,1950,7,16,41,FORD,FO-1785,30000,80,794464,100,No,1
4,0.2267759563,1930,5,29,22,CITROEN,CI-3212,30000,80,0,0,No,0
4,0.5464480874,1936,5,3,44,KIA,KI-2608,5000,82,0,0,No,0
4,0.5573770492,1939,1,1,53,OPEL,OP-1043,10000,85,954968,100,No,1
4,0.3005464481,1951,0,14,41,TOYOTA,TO-3097,30000,97,915951,100,No,1
4,0.8360655738,1947,4,19,22,HYUNDAI,HY-1836,30000,49,329981,100,No,0
4,0.5846994536,1928,5,27,45,VOLKSWAGEN,VO-2461,30000,51,466252,100,No,0
4,0.2267759563,1950,8,13,43,MERCEDES,ME-270,30000,100,1452240,100,No,1
4,0.4316939891,1951,3,3,41,PEUGEOT,PE-225,30000,50,479440,100,No,1
4,0.8879781421,1948,2,2,43,LAND ROVER,LA-2579,30000,200,2657106,100,No,1
4,0.7076502732,1932,17,0,50,FORD,FO-1749,30000,43,0,100,No,1
4,0.9016393443,1952,0,0,40,JAGUAR,JA-3183,30000,140,1843971,100,No,1
4,0.4617486339,1938,13,8,33,VOLVO,VO-2661,10000,70,760331,0,No,0
4,0.9153005464,1938,8,16,45,OPEL,OP-1496,30000,51,461742,100,No,1
4,0.4480874317,1942,4,17,45,AUDI,AU-953,30000,100,1392743,0,No,0
4,0.5737704918,1946,0,0,32,VOLVO,VO-3178,30000,120,1442921,100,No,0
4,0.2295081967,1952,6,2,21,BMW,BM-79,30000,90,0,0,No,0
4,0.3852459016,1944,9,8,44,PEUGEOT,PE-225,30000,55,0,100,No,1
4,0.4262295082,1936,15,5,42,FORD,FO-1828,30000,66,0,100,No,1
4,0.8852459016,1952,2,11,35,SKODA,SK-2933,30000,103,1259374,0,No,0
4,0.6475409836,1934,7,16,42,CITROEN,CI-1258,5000,44,0,50,No,1
4,0.2540983607,1938,9,9,45,CITROEN,CI-3212,30000,51,0,100,No,1
4,0.6912568306,1949,2,1,44,VOLVO,VO-2678,30000,100,1116853,100,No,0
4,0.4371584699,1936,0,5,44,OPEL,OP-1496,10000,63,548924,100,No,0
4,0.237704918,1948,2,16,46,BMW,BM-3144,10000,100,1347356,100,No,0
4,0.3524590164,1935,1,1,44,AUDI,AU-946,30000,77,919092,100,No,1
4,0.2732240437,1931,7,15,23,RENAULT,RE-2214,30000,83,670110,100,No,1
4,0.5355191257,1933,5,11,57,PEUGEOT,PE-225,30000,50,0,100,No,1
4,0.7322404372,1947,1,1,43,BMW,BM-455,30000,100,1247706,0,No,0
4,0.4508196721,1941,10,7,44,MERCEDES,ME-182,30000,85,1331220,0,No,0
4,0.4453551913,1940,5,5,37,FORD,FO-1813,30000,50,0,100,No,1
4,0.6584699454,1949,1,19,19,DACIA,DA-1605,12500,77,516751,100,No,1
4,0.7595628415,1937,3,3,55,CITROEN,CI-1262,30000,80,1101479,100,No,0
4,0.7267759563,1948,9,11,41,CITROEN,CI-3212,30000,51,0,100,No,0
4,0.2295081967,1942,8,20,33,HYUNDAI,HY-2203,30000,76,542813,100,No,1
4,0.868852459,1936,4,6,44,MERCEDES,ME-182,30000,100,1216856,0,No,0
4,0.6857923497,1938,8,6,52,TOYOTA,TO-3230,30000,64,566978,100,No,0
4,0.2267759563,1949,21,5,36,AUDI,AU-806,30000,40,0,100,No,1
4,0.5382513661,1934,18,7,34,VOLKSWAGEN,VO-1852,30000,85,0,0,No,0
4,0.8743169399,1935,14,6,45,OPEL,OP-3074,10000,74,0,100,No,1
4,0.7431693989,1949,12,15,44,OPEL,OP-1043,30000,66,0,0,No,0
4,0.7950819672,1945,2,6,35,LEXUS,LE-2631,10000,183,2270133,100,No,1
4,0.3989071038,1934,4,4,45,CITROEN,CI-1258,30000,80,0,0,No,0
4,0.2868852459,1944,0,0,48,PEUGEOT,PE-243,30000,68,719452,0,No,0
4,0.6229508197,1944,5,3,51,TOYOTA,TO-1471,30000,100,1102653,0,No,1
4,0.5956284153,1937,1,9,46,LAND ROVER,LA-2579,30000,230,0,100,No,1
4,0.8579234973,1943,13,13,46,NISSAN,NI-2258,30000,40,300000,100,No,1
4,0.6393442623,1932,3,15,23,CITROEN,CI-3212,30000,66,576761,100,No,0
4,0.5163934426,1948,9,1,44,FORD,FO-1749,30000,50,0,0,No,0
4,0.5573770492,1945,11,8,35,MERCEDES,ME-270,30000,100,0,0,No,0
4,0.4180327869,1935,9,13,34,VOLKSWAGEN,VO-2418,7500,74,0,0,No,0
4,0.8278688525,1936,8,11,44,VOLVO,VO-3061,30000,96,1255784,0,No,0
4,0.737704918,1947,7,18,23,RENAULT,RE-2214,30000,85,0,100,No,1
4,0.2868852459,1948,4,2,36,TOYOTA,TO-3230,7500,66,607267,0,No,0
4,0.4371584699,1949,1,9,42,OPEL,OP-1043,30000,81,848440,100,No,1
4,0.2404371585,1940,0,4,45,VOLKSWAGEN,VO-2461,30000,51,515243,100,No,0
4,0.4945355191,1941,4,11,44,CITROEN,CI-1262,30000,66,601766,0,No,0
4,0.8360655738,1944,8,13,45,CITROEN,CI-3212,12500,55,0,100,No,1
4,0.4726775956,1941,4,12,44,HYUNDAI,HY-3032,30000,100,855274,100,No,0
4,0.5819672131,1942,7,6,52,CITROEN,CI-1263,30000,100,950157,100,No,1
4,0.849726776,1947,2,14,42,RENAULT,RE-2061,30000,78,644875,100,No,1
4,0.2786885246,1932,4,3,45,PEUGEOT,PE-431,30000,70,523411,100,No,1
4,0.3551912568,1950,5,4,22,SKODA,SK-1735,5000,47,0,100,No,1
4,0.4754098361,1950,4,8,31,SMART,SM-1802,30000,33,496988,100,No,1
4,0.4781420765,1937,15,20,55,MITSUBISHI,MI-1305,30000,66,0,0,No,0
4,0.8579234973,1949,2,4,43,SEAT,SE-1982,30000,55,547870,100,No,1
4,0.3989071038,1943,4,27,26,OPEL,OP-2246,30000,66,603486,0,No,0
4,0.6885245902,1931,3,11,45,RENAULT,RE-2310,30000,55,0,100,No,1
4,0.3743169399,1950,1,6,38,KIA,KI-2608,30000,63,492281,100,No,1
4,0.8661202186,1952,15,6,38,RENAULT,RE-2086,30000,83,0,0,No,0
4,0.8661202186,1945,8,5,44,AUDI,AU-946,30000,77,806800,0,No,0
4,0.5956284153,1925,12,13,23,RENAULT,RE-3038,2500,43,0,100,No,1
4,0.4726775956,1950,14,7,37,ALFA ROMEO,AL-115,30000,66,0,100,No,1
4,0.3579234973,1939,7,24,43,OPEL,OP-2246,5000,66,0,100,No,1
4,0.3469945355,1951,8,2,26,JAGUAR,JA-3138,30000,144,0,100,No,1
4,0.3278688525,1938,2,1,55,OPEL,OP-2246,30000,66,592731,0,No,0
4,0.3005464481,1937,7,7,44,RENAULT,RE-2086,30000,125,0,0,No,0
4,0.650273224,1934,16,16,22,HONDA,HO-983,30000,85,610590,100,No,1
4,0.781420765,1948,4,11,31,MERCEDES,ME-270,30000,125,1998096,0,No,0
4,0.6885245902,1952,2,21,35,VOLKSWAGEN,VO-2367,12500,77,953950,0,No,0
4,0.2076502732,1928,25,3,42,RENAULT,RE-844,30000,40,0,100,No,1
4,0.6830601093,1937,9,1,43,CITROEN,CI-3212,30000,80,0,100,No,1
4,0.5136612022,1933,3,5,59,RENAULT,RE-2214,30000,103,885059,100,No,1
4,0.2021857923,1946,12,21,31,MERCEDES,ME-328,30000,120,1230370,100,No,1
4,0.6639344262,1945,1,14,12,PORSCHE,PO-1315,30000,235,2687047,0,No,0
4,0.7322404372,1942,3,8,44,TOYOTA,TO-1086,30000,97,709984,100,No,0
4,0.3661202186,1946,23,1,43,MAZDA,MA-488,10000,50,0,100,No,1
4,0.8333333333,1938,3,5,44,BMW,BM-77,30000,90,694775,100,No,0
4,0.2650273224,1943,10,6,44,PEUGEOT,PE-429,30000,66,833263,100,No,1
4,0.4590163934,1942,3,15,30,MERCEDES,ME-2538,30000,140,2367030,100,No,0
4,0.3415300546,1951,8,3,38,ROVER,RO-800,30000,85,0,100,No,1
4,0.8306010929,1935,8,13,45,MERCEDES,ME-144,10000,80,1107750,0,No,0
4,0.2978142077,1943,0,14,44,PEUGEOT,PE-2413,30000,68,733351,0,No,0
4,0.8114754098,1938,10,14,23,MERCEDES,ME-270,30000,105,1187889,100,No,1
4,0.456284153,1944,3,9,42,HYUNDAI,HY-1976,30000,57,342945,100,No,0
4,0.5956284153,1952,5,2,40,CITROEN,CI-1158,12500,55,0,0,No,0
4,0.3606557377,1937,7,7,44,OPEL,OP-1043,30000,59,613434,100,No,1
4,0.2978142077,1940,9,5,43,MERCEDES,ME-270,30000,110,0,100,No,1
4,0.6420765027,1952,16,24,39,FORD,FO-2737,30000,100,0,100,No,1
4,0.8415300546,1951,4,28,42,RENAULT,RE-2214,30000,85,861809,100,No,0
4,0.7595628415,1951,17,11,39,MERCEDES,ME-308,12500,83,0,0,No,0
4,0.8196721311,1943,4,6,46,SEAT,SE-2141,30000,77,692114,0,No,0
4,0.4289617486,1934,9,19,45,PEUGEOT,PE-2413,30000,51,0,100,No,1
4,0.5245901639,1946,5,7,44,TOYOTA,TO-1471,30000,100,820802,0,No,0
4,0.6612021858,1952,7,29,40,RENAULT,RE-2310,10000,48,0,50,No,0
4,0.4781420765,1936,9,30,45,CITROEN,CI-1258,30000,54,0,100,No,1
4,0.606557377,1936,13,6,32,MERCEDES,ME-1617,30000,85,0,0,No,0
